STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER
HARYANA,GRP,2010,22,4
HARYANA,GURGAON,2010,84,59
HARYANA,HISSAR,2010,91,74
HARYANA,JHAJJAR,2010,51,50
HARYANA,JIND,2010,53,40
HARYANA,KAITHAL,2010,30,24
HARYANA,KARNAL,2010,49,50
HARYANA,KURUKSHETRA,2010,34,21
HARYANA,MAHENDRAGARH,2010,31,19
HARYANA,MEWAT,2010,26,36
HARYANA,PALWAL,2010,34,44
HARYANA,PANCHKULA,2010,20,6
HARYANA,PANIPAT,2010,32,31
HARYANA,REWARI,2010,29,29
HARYANA,ROHTAK,2010,72,53
HARYANA,SIRSA,2010,45,33
HARYANA,SONIPAT,2010,81,66
HARYANA,YAMUNANAGAR,2010,28,47
HARYANA,TOTAL,2010,1005,836
HIMACHAL PRADESH,BADDIPOLICEDIST,2010,9,6
HIMACHAL PRADESH,BILASPUR,2010,9,10
HIMACHAL PRADESH,CHAMBA,2010,5,4
HIMACHAL PRADESH,CID,2010,0,0
HIMACHAL PRADESH,G.R.P.,2010,1,0
HIMACHAL PRADESH,HAMIRPUR,2010,11,4
HIMACHAL PRADESH,KANGRA,2010,27,12
HIMACHAL PRADESH,KINNAUR,2010,4,0
HIMACHAL PRADESH,KULLU,2010,11,5
HIMACHAL PRADESH,LAHAUL-SPITI,2010,0,1
HIMACHAL PRADESH,MANDI,2010,11,11
HIMACHAL PRADESH,SHIMLA,2010,20,6
HIMACHAL PRADESH,SIRMAUR,2010,10,5
HIMACHAL PRADESH,SOLAN,2010,5,6
HIMACHAL PRADESH,UNA,2010,9,4
HIMACHAL PRADESH,TOTAL,2010,132,74
JAMMU & KASHMIR,ANANTNAG,2010,7,15
JAMMU & KASHMIR,AWANTIPORA,2010,2,2
JAMMU & KASHMIR,BANDIPORA,2010,14,13
JAMMU & KASHMIR,BARAMULLA,2010,10,10
JAMMU & KASHMIR,BUDGAM,2010,2,25
JAMMU & KASHMIR,CRIME JAMMU,2010,0,0
JAMMU & KASHMIR,CRIME KASHMIR,2010,0,0
JAMMU & KASHMIR,DODA,2010,5,32
JAMMU & KASHMIR,GANDERBAL,2010,4,3
JAMMU & KASHMIR,HANDWARA,2010,10,36
JAMMU & KASHMIR,JAMMU,2010,23,86
JAMMU & KASHMIR,KARGIL,2010,1,0
JAMMU & KASHMIR,KATHUA,2010,11,20
JAMMU & KASHMIR,KISHTWAR,2010,9,24
JAMMU & KASHMIR,KULGAM,2010,6,15
JAMMU & KASHMIR,KUPWARA,2010,7,25
JAMMU & KASHMIR,LEH,2010,1,1
JAMMU & KASHMIR,POONCH,2010,12,37
JAMMU & KASHMIR,PULWAMA,2010,4,10
JAMMU & KASHMIR,RAILWAYS,2010,0,0
JAMMU & KASHMIR,RAILWAYS,2010,1,0
JAMMU & KASHMIR,RAJOURI,2010,15,36
JAMMU & KASHMIR,RAMBAN,2010,3,9
JAMMU & KASHMIR,REASI,2010,5,15
JAMMU & KASHMIR,SAMBA,2010,9,13
JAMMU & KASHMIR,SHOPIAN,2010,4,22
JAMMU & KASHMIR,SOPORE,2010,30,67
JAMMU & KASHMIR,SRINAGAR,2010,15,186
JAMMU & KASHMIR,UDHAMPUR,2010,7,9
JAMMU & KASHMIR,TOTAL,2010,217,711
JHARKHAND,BOKARO,2010,70,7
JHARKHAND,CHAIBASA,2010,119,47
JHARKHAND,CHATRA,2010,31,36
JHARKHAND,DEOGHAR,2010,58,17
JHARKHAND,DHANBAD,2010,58,31
JHARKHAND,DHANBAD RLY.,2010,5,0
JHARKHAND,DUMKA,2010,57,16
JHARKHAND,GARHWA,2010,61,91
JHARKHAND,GIRIDIH,2010,59,55
JHARKHAND,GODDA,2010,57,104
JHARKHAND,GUMLA,2010,153,66
JHARKHAND,HAZARIBAGH,2010,69,50
JHARKHAND,JAMSHEDPUR,2010,113,36
JHARKHAND,JAMSHEDPUR RLY.,2010,8,0
JHARKHAND,JAMTARA,2010,25,54
JHARKHAND,KHUNTI,2010,71,7
JHARKHAND,KODERMA,2010,29,44
JHARKHAND,LATEHAR,2010,43,32
JHARKHAND,LOHARDAGGA,2010,35,0
JHARKHAND,PAKUR,2010,32,4
JHARKHAND,PALAMU,2010,89,151
JHARKHAND,RAMGARH,2010,40,10
JHARKHAND,RANCHI,2010,183,55
JHARKHAND,SAHEBGANJ,2010,71,51
JHARKHAND,SARAIKELA,2010,65,49
JHARKHAND,SIMDEGA,2010,88,15
JHARKHAND,TOTAL,2010,1689,1028
KARNATAKA,BAGALKOT,2010,51,28
KARNATAKA,BANGALORE COMMR.,2010,266,445
KARNATAKA,BANGALORE RURAL,2010,100,50
KARNATAKA,BELGAUM,2010,124,106
KARNATAKA,BELLARY,2010,58,40
KARNATAKA,BIDAR,2010,41,39
KARNATAKA,BIJAPUR,2010,59,49
KARNATAKA,CBPURA,2010,39,41
KARNATAKA,CHAMARAJNAGAR,2010,31,18
KARNATAKA,CHICKMAGALUR,2010,26,32
KARNATAKA,CHITRADURGA,2010,40,34
KARNATAKA,DAKSHIN KANNADA,2010,43,47
KARNATAKA,DAVANAGERE,2010,29,25
KARNATAKA,DHARWAD COMMR.,2010,17,16
KARNATAKA,DHARWAD RURAL,2010,28,33
KARNATAKA,GADAG,2010,27,11
KARNATAKA,GULBARGA,2010,89,103
KARNATAKA,HASSAN,2010,61,83
KARNATAKA,HAVERI,2010,28,23
KARNATAKA,K.G.F.,2010,16,12
KARNATAKA,KODAGU,2010,37,30
KARNATAKA,KOLAR,2010,40,54
KARNATAKA,KOPPAL,2010,28,27
KARNATAKA,MANDYA,2010,83,62
KARNATAKA,MYSORE COMMR.,2010,30,51
KARNATAKA,MYSORE RURAL,2010,80,72
KARNATAKA,RAICHUR,2010,49,47
KARNATAKA,RAILWAYS,2010,14,0
KARNATAKA,RAMANAGAR,2010,89,72
KARNATAKA,SHIMOGA,2010,34,58
KARNATAKA,TUMKUR,2010,88,57
KARNATAKA,UDUPI,2010,15,17
KARNATAKA,UTTAR KANNADA,2010,22,17
KARNATAKA,YADGIRI,2010,23,51
KARNATAKA,TOTAL,2010,1805,1850
KERALA,ALAPUZHA,2010,27,27
KERALA,ERNAKULAM COMMR.,2010,4,11
KERALA,ERNAKULAM RURAL,2010,25,17
KERALA,IDUKKI,2010,15,37
KERALA,KANNUR,2010,26,19
KERALA,KASARGOD,2010,8,9
KERALA,KOLLAM,2010,40,30
KERALA,KOTTAYAM,2010,17,23
KERALA,KOZHIKODE COMMR.,2010,7,3
KERALA,KOZHIKODE RURAL,2010,16,31
KERALA,MALAPPURAM,2010,14,34
KERALA,PALAKKAD,2010,42,24
KERALA,PATHANAMTHITTA,2010,19,13
KERALA,RAILWAYS,2010,1,0
KERALA,THRISSUR,2010,30,37
KERALA,TRIVANDRUM COMMR.,2010,15,16
KERALA,TRIVANDRUM RURAL,2010,42,26
KERALA,WAYANADU,2010,15,4
KERALA,TOTAL,2010,363,361
MADHYA PRADESH,ALIRAJPUR,2010,54,56
MADHYA PRADESH,ANUPPUR,2010,36,7
MADHYA PRADESH,ASHOK NAGAR,2010,29,29
MADHYA PRADESH,BALAGHAT,2010,39,17
MADHYA PRADESH,BARWANI,2010,51,21
MADHYA PRADESH,BETUL,2010,58,27
MADHYA PRADESH,BHIND,2010,78,78
MADHYA PRADESH,BHOPAL,2010,71,73
MADHYA PRADESH,BHOPAL RLY.,2010,1,2
MADHYA PRADESH,BURHANPUR,2010,16,5
MADHYA PRADESH,CHHATARPUR,2010,69,71
MADHYA PRADESH,CHHINDWARA,2010,86,27
MADHYA PRADESH,DAMOH,2010,49,65
MADHYA PRADESH,DATIYA,2010,61,59
MADHYA PRADESH,DEWAS,2010,47,67
MADHYA PRADESH,DHAR,2010,71,66
MADHYA PRADESH,DINDORI,2010,20,2
MADHYA PRADESH,GUNA,2010,37,34
MADHYA PRADESH,GWALIOR,2010,99,176
MADHYA PRADESH,HARDA,2010,25,17
MADHYA PRADESH,HOSHANGABAD,2010,52,39
MADHYA PRADESH,INDORE,2010,108,149
MADHYA PRADESH,INDORE RLY.,2010,1,1
MADHYA PRADESH,JABALPUR,2010,81,95
MADHYA PRADESH,JABALPUR RLY.,2010,0,2
MADHYA PRADESH,JHABUA,2010,26,26
MADHYA PRADESH,KATNI,2010,37,34
MADHYA PRADESH,KHANDWA,2010,38,33
MADHYA PRADESH,KHARGON,2010,49,40
MADHYA PRADESH,MANDLA,2010,33,13
MADHYA PRADESH,MANDSAUR,2010,25,31
MADHYA PRADESH,MORENA,2010,57,94
MADHYA PRADESH,NARSINGHPUR,2010,45,36
MADHYA PRADESH,NEEMUCH,2010,20,18
MADHYA PRADESH,PANNA,2010,25,21
MADHYA PRADESH,RAISEN,2010,54,44
MADHYA PRADESH,RAJGARH,2010,36,28
MADHYA PRADESH,RATLAM,2010,53,49
MADHYA PRADESH,REWA,2010,51,44
MADHYA PRADESH,SAGAR,2010,90,123
MADHYA PRADESH,SATNA,2010,73,49
MADHYA PRADESH,SEONI,2010,39,20
MADHYA PRADESH,SHAHDOL,2010,34,17
MADHYA PRADESH,SHAJAPUR,2010,38,34
MADHYA PRADESH,SHEOPUR,2010,17,13
MADHYA PRADESH,SHIVPURI,2010,56,30
MADHYA PRADESH,SIDHI,2010,32,20
MADHYA PRADESH,SIHORE,2010,45,48
MADHYA PRADESH,SINGRAULI,2010,32,20
MADHYA PRADESH,TIKAMGARH,2010,34,25
MADHYA PRADESH,UJJAIN,2010,77,120
MADHYA PRADESH,UMARIYA,2010,14,4
MADHYA PRADESH,VIDISHA,2010,54,58
MADHYA PRADESH,TOTAL,2010,2423,2277
MAHARASHTRA,AHMEDNAGAR,2010,122,75
MAHARASHTRA,AKOLA,2010,46,66
MAHARASHTRA,AMRAVATI COMMR.,2010,11,30
MAHARASHTRA,AMRAVATI RURAL,2010,64,37
MAHARASHTRA,AURANGABAD COMMR.,2010,38,86
MAHARASHTRA,AURANGABAD RURAL,2010,49,33
MAHARASHTRA,BEED,2010,86,74
MAHARASHTRA,BHANDARA,2010,24,7
MAHARASHTRA,BULDHANA,2010,59,48
MAHARASHTRA,CHANDRAPUR,2010,56,29
MAHARASHTRA,DHULE,2010,48,54
MAHARASHTRA,GADCHIROLI,2010,58,30
MAHARASHTRA,GONDIA,2010,29,15
MAHARASHTRA,HINGOLI,2010,38,36
MAHARASHTRA,JALGAON,2010,94,71
MAHARASHTRA,JALNA,2010,51,43
MAHARASHTRA,KOLHAPUR,2010,52,30
MAHARASHTRA,LATUR,2010,65,41
MAHARASHTRA,MUMBAI COMMR.,2010,228,170
MAHARASHTRA,MUMBAI RLY.,2010,6,7
MAHARASHTRA,NAGPUR COMMR.,2010,88,69
MAHARASHTRA,NAGPUR RLY.,2010,10,3
MAHARASHTRA,NAGPUR RURAL,2010,86,29
MAHARASHTRA,NANDED,2010,82,67
MAHARASHTRA,NANDURBAR,2010,43,14
MAHARASHTRA,NASIK COMMR.,2010,37,32
MAHARASHTRA,NASIK RURAL,2010,91,49
MAHARASHTRA,NAVI MUMBAI,2010,57,27
MAHARASHTRA,OSMANABAD,2010,44,31
MAHARASHTRA,PARBHANI,2010,41,49
MAHARASHTRA,PUNE COMMR.,2010,129,94
MAHARASHTRA,PUNE RLY.,2010,0,1
MAHARASHTRA,PUNE RURAL,2010,141,81
MAHARASHTRA,RAIGAD,2010,44,22
MAHARASHTRA,RATNAGIRI,2010,23,10
MAHARASHTRA,SANGLI,2010,61,33
MAHARASHTRA,SATARA,2010,43,59
MAHARASHTRA,SINDHUDURG,2010,14,7
MAHARASHTRA,SOLAPUR COMMR.,2010,20,16
MAHARASHTRA,SOLAPUR RURAL,2010,75,40
MAHARASHTRA,THANE COMMR.,2010,107,72
MAHARASHTRA,THANE RURAL,2010,135,46
MAHARASHTRA,WARDHA,2010,41,29
MAHARASHTRA,WASHIM,2010,40,21
MAHARASHTRA,YAVATMAL,2010,68,43
MAHARASHTRA,TOTAL,2010,2744,1926
MANIPUR,BISHNUPUR,2010,14,28
MANIPUR,CHANDEL,2010,3,5
MANIPUR,CHURACHANDPUR,2010,12,3
MANIPUR,CID,2010,0,0
MANIPUR,IMPHAL EAST,2010,19,51
MANIPUR,IMPHAL WEST,2010,18,114
MANIPUR,SENAPATI,2010,5,8
MANIPUR,TAMENGLONG,2010,0,1
MANIPUR,THOUBAL,2010,18,43
MANIPUR,UKHRUL,2010,3,5
MANIPUR,TOTAL,2010,92,258
MEGHALAYA,GARO HILLS EAST,2010,11,8
MEGHALAYA,GARO HILLS SOUTH,2010,8,3
MEGHALAYA,GARO HILLS WEST,2010,20,11
MEGHALAYA,JAINTIA HILLS,2010,48,5
MEGHALAYA,KHASI HILLS EAST,2010,24,17
MEGHALAYA,KHASI HILLS WEST,2010,11,13
MEGHALAYA,RI-BHOI,2010,12,3
MEGHALAYA,TOTAL,2010,134,60
MIZORAM,AIZAWL,2010,23,10
MIZORAM,CHAMPHAI,2010,5,4
MIZORAM,KOLASIB,2010,5,2
MIZORAM,LAWNGTLAI,2010,7,1
MIZORAM,LUNGLEI,2010,3,4
MIZORAM,MAMIT,2010,3,4
MIZORAM,SAIHA,2010,2,1
MIZORAM,SERCHHIP,2010,0,1
MIZORAM,TOTAL,2010,48,27
NAGALAND,DIMAPUR,2010,20,6
NAGALAND,KIPHIRE,2010,2,2
NAGALAND,KOHIMA,2010,7,6
NAGALAND,LONGLENG,2010,0,2
NAGALAND,MOKOKCHUNG,2010,2,4
NAGALAND,MON,2010,0,0
NAGALAND,PEREN,2010,1,1
NAGALAND,PHEK,2010,4,1
NAGALAND,TUENSANG,2010,1,2
NAGALAND,WOKHA,2010,4,6
NAGALAND,ZUNHEBOTO,2010,4,5
NAGALAND,TOTAL,2010,45,35
ODISHA,ANGUL,2010,61,59
ODISHA,BALASORE,2010,53,40
ODISHA,BARAGARH,2010,36,89
ODISHA,BERHAMPUR,2010,20,83
ODISHA,BHADRAK,2010,32,37
ODISHA,BOLANGIR,2010,34,119
ODISHA,BOUDH,2010,11,14
ODISHA,CUTTACK,2010,30,14
ODISHA,DCP BBSR,2010,44,56
ODISHA,DCP CTC,2010,19,12
ODISHA,DEOGARH,2010,18,12
ODISHA,DHENKANAL,2010,39,67
ODISHA,GAJAPATI,2010,12,12
ODISHA,GANJAM,2010,87,198
ODISHA,JAGATSINGHPUR,2010,31,12
ODISHA,JAJPUR,2010,45,32
ODISHA,JHARSUGUDA,2010,22,32
ODISHA,KALAHANDI,2010,33,21
ODISHA,KANDHAMAL,2010,29,13
ODISHA,KENDRAPARA,2010,50,38
ODISHA,KEONJHAR,2010,85,62
ODISHA,KHURDA,2010,16,18
ODISHA,KORAPUT,2010,26,44
ODISHA,MALKANGIR,2010,36,35
ODISHA,MAYURBHANJ,2010,88,62
ODISHA,NAYAGARH,2010,39,8
ODISHA,NOWRANGPUR,2010,28,12
ODISHA,NUAPADA,2010,12,9
ODISHA,PURI,2010,52,85
ODISHA,RAYAGADA,2010,33,15
ODISHA,ROURKELA,2010,72,37
ODISHA,SAMBALPUR,2010,45,40
ODISHA,SONEPUR,2010,8,21
ODISHA,SRP(CUTTACK),2010,3,1
ODISHA,SRP(ROURKELA),2010,5,3
ODISHA,SUNDARGARH,2010,54,24
ODISHA,TOTAL,2010,1308,1436
PUNJAB,AMRITSAR RURAL,2010,43,37
PUNJAB,BARNALA,2010,19,35
PUNJAB,BATALA,2010,20,23
PUNJAB,BHATINDA,2010,58,65
PUNJAB,CP AMRITSAR,2010,53,71
PUNJAB,CP JALANDHAR,2010,29,51
PUNJAB,CP LUDHIANA,2010,90,92
PUNJAB,FARIDKOT,2010,21,26
PUNJAB,FATEHGARH SAHIB,2010,16,7
PUNJAB,FEROZPUR,2010,59,54
PUNJAB,G.R.P,2010,9,2
PUNJAB,GURDASPUR,2010,22,30
PUNJAB,HOSHIARPUR,2010,51,53
PUNJAB,JALANDHAR RURAL,2010,46,73
PUNJAB,KAPURTHALA,2010,27,54
PUNJAB,KHANNA,2010,21,14
PUNJAB,LUDHIANA RURAL,2010,20,26
PUNJAB,MANSA,2010,35,40
PUNJAB,MOGA,2010,34,47
PUNJAB,MUKTSAR,2010,27,26
PUNJAB,PATIALA,2010,52,42
PUNJAB,ROPAR,2010,27,17
PUNJAB,SANGRUR,2010,45,47
PUNJAB,SAS NGR,2010,19,22
PUNJAB,SBS NAGAR,2010,22,17
PUNJAB,TARN TARAN,2010,42,23
PUNJAB,TOTAL,2010,907,994
RAJASTHAN,AJMER,2010,46,43
RAJASTHAN,ALWAR,2010,62,51
RAJASTHAN,BANSWARA,2010,34,15
RAJASTHAN,BARAN,2010,31,51
RAJASTHAN,BARMER,2010,26,27
RAJASTHAN,BHARATPUR,2010,83,86
RAJASTHAN,BHILWARA,2010,32,29
RAJASTHAN,BIKANER,2010,39,65
RAJASTHAN,BUNDI,2010,23,50
RAJASTHAN,CHITTORGARH,2010,29,43
RAJASTHAN,CHURU,2010,39,35
RAJASTHAN,DAUSA,2010,41,31
RAJASTHAN,DHOLPUR,2010,51,69
RAJASTHAN,DUNGARPUR,2010,18,16
RAJASTHAN,G.R.P. AJMER,2010,6,3
RAJASTHAN,G.R.P. JODHPUR,2010,2,1
RAJASTHAN,GANGANAGAR,2010,60,59
RAJASTHAN,HANUMANGARH,2010,53,66
RAJASTHAN,JAIPUR EAST,2010,25,19
RAJASTHAN,JAIPUR NORTH,2010,22,25
RAJASTHAN,JAIPUR RURAL,2010,61,34
RAJASTHAN,JAIPUR SOUTH,2010,18,24
RAJASTHAN,JAISALMER,2010,7,2
RAJASTHAN,JALORE,2010,21,10
RAJASTHAN,JHALAWAR,2010,44,67
RAJASTHAN,JHUNJHUNU,2010,49,38
RAJASTHAN,JODHPUR CITY,2010,27,54
RAJASTHAN,JODHPUR RURAL,2010,33,23
RAJASTHAN,KARAULI,2010,35,49
RAJASTHAN,KOTA CITY,2010,35,114
RAJASTHAN,KOTA RURAL,2010,18,26
RAJASTHAN,NAGAUR,2010,54,31
RAJASTHAN,PALI,2010,41,34
RAJASTHAN,PRATAPGARH,2010,35,27
RAJASTHAN,RAJSAMAND,2010,14,13
RAJASTHAN,SAWAI MADHOPUR,2010,23,27
RAJASTHAN,SIKAR,2010,58,35
RAJASTHAN,SIROHI,2010,28,37
RAJASTHAN,TONK,2010,21,21
RAJASTHAN,UDAIPUR,2010,77,107
RAJASTHAN,TOTAL,2010,1421,1557
SIKKIM,EAST,2010,6,3
SIKKIM,NORTH,2010,2,0
SIKKIM,SOUTH,2010,7,3
SIKKIM,WEST,2010,2,0
SIKKIM,TOTAL,2010,17,6
TAMIL NADU,ARIYALUR,2010,27,38
TAMIL NADU,CHENNAI,2010,103,158
TAMIL NADU,CHENNAI RLY.,2010,0,7
TAMIL NADU,CHENNAISUBURBAN,2010,86,137
TAMIL NADU,COIMBATORE RURAL,2010,41,50
TAMIL NADU,COIMBATORE URBAN,2010,22,27
TAMIL NADU,CUDDALORE,2010,58,115
TAMIL NADU,DHARMAPURI,2010,59,27
TAMIL NADU,DINDIGUL,2010,57,91
TAMIL NADU,ERODE,2010,57,32
TAMIL NADU,KANCHIPURAM,2010,57,53
TAMIL NADU,KANYAKUMARI,2010,42,100
TAMIL NADU,KARUR,2010,19,51
TAMIL NADU,KRISHNAGIRI,2010,58,24
TAMIL NADU,MADURAI RURAL,2010,59,78
TAMIL NADU,MADURAI URBAN,2010,34,50
TAMIL NADU,NAGAPATTINAM,2010,50,55
TAMIL NADU,NAMAKKAL,2010,50,21
TAMIL NADU,NILGIRIS,2010,11,16
TAMIL NADU,PERAMBALUR,2010,13,30
TAMIL NADU,PUDUKOTTAI,2010,45,101
TAMIL NADU,RAMNATHAPURAM,2010,33,49
TAMIL NADU,SALEM RURAL,2010,81,62
TAMIL NADU,SALEM URBAN,2010,27,18
TAMIL NADU,SIVAGANGAI,2010,38,27
TAMIL NADU,THANJAVUR,2010,82,124
TAMIL NADU,THENI,2010,42,122
TAMIL NADU,THIRUNELVELI RURAL,2010,83,215
TAMIL NADU,THIRUNELVELI URBAN,2010,12,78
TAMIL NADU,THIRUVALLUR,2010,43,51
TAMIL NADU,THIRUVANNAMALAI,2010,43,89
TAMIL NADU,THIRUVARUR,2010,29,30
TAMIL NADU,THOOTHUGUDI,2010,84,168
TAMIL NADU,TIRUPPUR,2010,60,42
TAMIL NADU,TRICHY RLY.,2010,0,1
TAMIL NADU,TRICHY RURAL,2010,58,55
TAMIL NADU,TRICHY URBAN,2010,15,31
TAMIL NADU,VELLORE,2010,82,56
TAMIL NADU,VILLUPURAM,2010,63,84
TAMIL NADU,VIRUDHUNAGAR,2010,52,78
TAMIL NADU,TOTAL,2010,1875,2641
TRIPURA,DHALAI,2010,19,4
TRIPURA,G.R.P.,2010,0,0
TRIPURA,NORTH,2010,23,9
TRIPURA,SOUTH,2010,25,25
TRIPURA,WEST,2010,83,25
TRIPURA,TOTAL,2010,150,63
UTTAR PRADESH,AGRA,2010,117,127
UTTAR PRADESH,ALIGARH,2010,130,167
UTTAR PRADESH,ALLAHABAD,2010,133,92
UTTAR PRADESH,AMBEDKAR NAGAR,2010,37,25
UTTAR PRADESH,AURAIYA,2010,28,23
UTTAR PRADESH,AZAMGARH,2010,68,41
UTTAR PRADESH,BADAUN,2010,84,100
UTTAR PRADESH,BAGHPAT,2010,52,50
UTTAR PRADESH,BAHRAICH,2010,58,46
UTTAR PRADESH,BALLIA,2010,21,32
UTTAR PRADESH,BALRAMPUR,2010,21,11
UTTAR PRADESH,BANDA,2010,37,20
UTTAR PRADESH,BARABANKI,2010,47,31
UTTAR PRADESH,BAREILLY,2010,115,142
UTTAR PRADESH,BASTI,2010,24,11
UTTAR PRADESH,BIJNOR,2010,87,53
UTTAR PRADESH,BULANDSHAHAR,2010,119,139
UTTAR PRADESH,CHANDOLI,2010,25,17
UTTAR PRADESH,CHITRAKOOT DHAM,2010,20,3
UTTAR PRADESH,CSM NAGAR,2010,30,28
UTTAR PRADESH,DEORIA,2010,34,8
UTTAR PRADESH,ETAH,2010,63,86
UTTAR PRADESH,ETAWAH,2010,44,28
UTTAR PRADESH,FAIZABAD,2010,38,16
UTTAR PRADESH,FATEHGARH,2010,47,45
UTTAR PRADESH,FATEHPUR,2010,75,44
UTTAR PRADESH,FIROZABAD,2010,109,68
UTTAR PRADESH,G.R.P.,2010,24,25
UTTAR PRADESH,GAUTAMBUDH NAGAR,2010,100,105
UTTAR PRADESH,GHAZIABAD,2010,216,220
UTTAR PRADESH,GHAZIPUR,2010,45,33
UTTAR PRADESH,GONDA,2010,51,31
UTTAR PRADESH,GORAKHPUR,2010,105,82
UTTAR PRADESH,HAMIRPUR,2010,22,12
UTTAR PRADESH,HARDOI,2010,68,30
UTTAR PRADESH,HATHRAS,2010,62,55
UTTAR PRADESH,J.P.NAGAR,2010,57,42
UTTAR PRADESH,JALAUN,2010,35,13
UTTAR PRADESH,JAUNPUR,2010,40,55
UTTAR PRADESH,JHANSI,2010,46,29
UTTAR PRADESH,KANNAUJ,2010,39,24
UTTAR PRADESH,KANPUR NAGAR,2010,150,109
UTTAR PRADESH,KANSHIRAM NAGAR,2010,39,49
UTTAR PRADESH,KAUSHAMBI,2010,38,16
UTTAR PRADESH,KHIRI,2010,74,71
UTTAR PRADESH,KUSHI NAGAR,2010,39,12
UTTAR PRADESH,LALITPUR,2010,11,3
UTTAR PRADESH,LUCKNOW,2010,114,89
UTTAR PRADESH,MAHARAJGANJ,2010,26,4
UTTAR PRADESH,MAHOBA,2010,24,13
UTTAR PRADESH,MAINPURI,2010,68,79
UTTAR PRADESH,MATHURA,2010,75,98
UTTAR PRADESH,MAU,2010,26,53
UTTAR PRADESH,MEERUT,2010,164,207
UTTAR PRADESH,MIRZAPUR,2010,17,3
UTTAR PRADESH,MORADABAD,2010,176,149
UTTAR PRADESH,MUZAFFARNAGAR,2010,168,220
UTTAR PRADESH,PILIBHIT,2010,34,15
UTTAR PRADESH,PRATAPGARH,2010,39,47
UTTAR PRADESH,RAIBAREILLY,2010,29,42
UTTAR PRADESH,RAMABAI NAGAR,2010,30,33
UTTAR PRADESH,RAMPUR,2010,68,77
UTTAR PRADESH,SAHARANPUR,2010,58,55
UTTAR PRADESH,SANT KABIRNAGAR,2010,20,20
UTTAR PRADESH,SHAHJAHANPUR,2010,93,99
UTTAR PRADESH,SHRAWASTI,2010,18,8
UTTAR PRADESH,SIDHARTHNAGAR,2010,15,6
UTTAR PRADESH,SITAPUR,2010,77,40
UTTAR PRADESH,SONBHADRA,2010,15,6
UTTAR PRADESH,ST.RAVIDASNAGAR,2010,13,9
UTTAR PRADESH,SULTANPUR,2010,32,45
UTTAR PRADESH,UNNAO,2010,46,54
UTTAR PRADESH,VARANASI,2010,32,64
UTTAR PRADESH,TOTAL,2010,4401,4004
UTTARAKHAND,ALMORA,2010,3,3
UTTARAKHAND,BAGESHWAR,2010,2,0
UTTARAKHAND,CHAMOLI,2010,1,0
UTTARAKHAND,CHAMPAWAT,2010,4,0
UTTARAKHAND,DEHRADUN,2010,33,48
UTTARAKHAND,HARIDWAR,2010,44,62
UTTARAKHAND,NAINITAL,2010,18,25
UTTARAKHAND,PAURI GARHWAL,2010,2,6
UTTARAKHAND,PITHORAGARH,2010,4,1
UTTARAKHAND,RUDRA PRAYAG,2010,5,3
UTTARAKHAND,TEHRI GARHWAL,2010,2,3
UTTARAKHAND,UDHAMSINGH NAGAR,2010,55,66
UTTARAKHAND,UTTARKASHI,2010,3,2
UTTARAKHAND,TOTAL,2010,176,219
WEST BENGAL,24 PARGANAS NORTH,2010,244,224
WEST BENGAL,24 PARGANAS SOUTH,2010,263,2
WEST BENGAL,ASANSOL,2010,34,8
WEST BENGAL,BANKURA,2010,105,58
WEST BENGAL,BIRBHUM,2010,94,22
WEST BENGAL,BURDWAN,2010,134,19
WEST BENGAL,COOCHBEHAR,2010,66,141
WEST BENGAL,DAKSHIN DINAJPUR,2010,40,88
WEST BENGAL,DARJEELING,2010,62,3
WEST BENGAL,HOOGHLY,2010,124,47
WEST BENGAL,HOWRAH,2010,111,7
WEST BENGAL,HOWRAH G.R.P.,2010,10,7
WEST BENGAL,JALPAIGURI,2010,117,97
WEST BENGAL,KHARAGPUR G.R.P.,2010,1,0
WEST BENGAL,KOLKATA,2010,49,55
WEST BENGAL,MALDA,2010,86,139
WEST BENGAL,MURSHIDABAD,2010,185,620
WEST BENGAL,NADIA,2010,121,335
WEST BENGAL,PASCHIM MIDNAPUR,2010,268,113
WEST BENGAL,PURAB MIDNAPUR,2010,87,8
WEST BENGAL,PURULIA,2010,115,0
WEST BENGAL,SEALDAH G.R.P.,2010,12,11
WEST BENGAL,SILIGURI G.R.P.,2010,7,1
WEST BENGAL,UTTAR DINAJPUR,2010,63,106
WEST BENGAL,TOTAL,2010,2398,2111
A & N ISLANDS,ANDAMAN,2010,8,7
A & N ISLANDS,NICOBAR,2010,1,0
A & N ISLANDS,TOTAL,2010,9,7
CHANDIGARH,CHANDIGARH,2010,21,30
CHANDIGARH,TOTAL,2010,21,30
D & N HAVELI,D and N HAVELI,2010,6,0
D & N HAVELI,TOTAL,2010,6,0
DAMAN & DIU,DAMAN,2010,5,2
DAMAN & DIU,DIU,2010,0,0
DAMAN & DIU,TOTAL,2010,5,2
DELHI UT,CAW,2010,0,0
DELHI UT,CENTRAL,2010,25,11
DELHI UT,CRIME BRANCH,2010,0,5
DELHI UT,DELHI UT TOTAL,2010,565,311
DELHI UT,EAST,2010,57,54
DELHI UT,EOW,2010,0,0
DELHI UT,GRP(RLY),2010,12,5
DELHI UT,IGI AIRPORT,2010,0,0
DELHI UT,NEW DELHI,2010,6,4
DELHI UT,NORTH,2010,30,16
DELHI UT,NORTH-EAST,2010,68,27
